,date,dayofyear,month,target_date,target_dayofyear,target_month,leadtime,mae,forecast_name
0,2015-01-01,1,1,2015-01-02,2,1,1,1.088392620780252,IceNet
1,2015-01-01,1,1,2015-01-03,3,1,2,1.698215965097603,IceNet
2,2015-01-01,1,1,2015-01-04,4,1,3,2.261213856090202,IceNet
3,2015-01-01,1,1,2015-01-05,5,1,4,1.8001709013852223,IceNet
4,2015-01-01,1,1,2015-01-06,6,1,5,1.4118269420970584,IceNet
5,2015-01-01,1,1,2015-01-07,7,1,6,1.2089337388818904,IceNet
6,2015-01-01,1,1,2015-01-08,8,1,7,1.3531064123673875,IceNet
7,2015-01-01,1,1,2015-01-09,9,1,8,1.1059207702983502,IceNet
8,2015-01-01,1,1,2015-01-10,10,1,9,1.133303553841332,IceNet
9,2015-01-01,1,1,2015-01-11,11,1,10,1.1293667873035784,IceNet
10,2015-01-01,1,1,2015-01-12,12,1,11,1.1806194208318526,IceNet
11,2015-01-01,1,1,2015-01-13,13,1,12,1.4213996105194082,IceNet
12,2015-01-01,1,1,2015-01-14,14,1,13,1.2987116140885788,IceNet
13,2015-01-01,1,1,2015-01-15,15,1,14,1.2855608915849164,IceNet
14,2015-01-01,1,1,2015-01-16,16,1,15,1.5419141270030625,IceNet
15,2015-01-01,1,1,2015-01-17,17,1,16,2.1029084838520387,IceNet
16,2015-01-01,1,1,2015-01-18,18,1,17,2.253234373612836,IceNet
17,2015-01-01,1,1,2015-01-19,19,1,18,1.8262913733395651,IceNet
18,2015-01-01,1,1,2015-01-20,20,1,19,1.7295305829481624,IceNet
19,2015-01-01,1,1,2015-01-21,21,1,20,2.278265899658201,IceNet
20,2015-01-01,1,1,2015-01-22,22,1,21,1.9155138794292097,IceNet
21,2015-01-01,1,1,2015-01-23,23,1,22,1.8162931468270025,IceNet
22,2015-01-01,1,1,2015-01-24,24,1,23,1.9124968757629386,IceNet
23,2015-01-01,1,1,2015-01-25,25,1,24,1.3972438931898643,IceNet
24,2015-01-01,1,1,2015-01-26,26,1,25,1.740155271356756,IceNet
25,2015-01-01,1,1,2015-01-27,27,1,26,2.0004377396323445,IceNet
26,2015-01-01,1,1,2015-01-28,28,1,27,2.233584942904384,IceNet
27,2015-01-01,1,1,2015-01-29,29,1,28,2.250599472739478,IceNet
28,2015-01-01,1,1,2015-01-30,30,1,29,2.928070731423117,IceNet
29,2015-01-01,1,1,2015-01-31,31,1,30,2.488996515274047,IceNet
30,2015-01-01,1,1,2015-02-01,32,2,31,1.8728864938562568,IceNet
31,2015-01-01,1,1,2015-02-02,33,2,32,0.9032808879505513,IceNet
32,2015-01-01,1,1,2015-02-03,34,2,33,1.400473415721546,IceNet
33,2015-01-01,1,1,2015-02-04,35,2,34,1.414866848512129,IceNet
34,2015-01-01,1,1,2015-02-05,36,2,35,2.313383719010786,IceNet
35,2015-01-01,1,1,2015-02-06,37,2,36,2.542874487270007,IceNet
36,2015-01-01,1,1,2015-02-07,38,2,37,2.930865527413107,IceNet
37,2015-01-01,1,1,2015-02-08,39,2,38,2.755666610891168,IceNet
38,2015-01-01,1,1,2015-02-09,40,2,39,2.994316170085559,IceNet
39,2015-01-01,1,1,2015-02-10,41,2,40,3.2677687383131535,IceNet
40,2015-01-01,1,1,2015-02-11,42,2,41,3.1162705199501715,IceNet
41,2015-01-01,1,1,2015-02-12,43,2,42,3.127152210062198,IceNet
42,2015-01-01,1,1,2015-02-13,44,2,43,3.707539559971201,IceNet
43,2015-01-01,1,1,2015-02-14,45,2,44,2.4949121433604837,IceNet
44,2015-01-01,1,1,2015-02-15,46,2,45,3.004296064723621,IceNet
45,2015-01-01,1,1,2015-02-16,47,2,46,3.5517119223854747,IceNet
46,2015-01-01,1,1,2015-02-17,48,2,47,2.8007259592576443,IceNet
47,2015-01-01,1,1,2015-02-18,49,2,48,2.8494458791559376,IceNet
48,2015-01-01,1,1,2015-02-19,50,2,49,2.945078658710826,IceNet
49,2015-01-01,1,1,2015-02-20,51,2,50,3.2998950616663136,IceNet
50,2015-01-01,1,1,2015-02-21,52,2,51,2.739017103888771,IceNet
51,2015-01-01,1,1,2015-02-22,53,2,52,1.3456046621149227,IceNet
52,2015-01-01,1,1,2015-02-23,54,2,53,1.591308117606423,IceNet
53,2015-01-01,1,1,2015-02-24,55,2,54,1.8736919149918982,IceNet
54,2015-01-01,1,1,2015-02-25,56,2,55,2.3140191634785015,IceNet
55,2015-01-01,1,1,2015-02-26,57,2,56,2.0204715629924412,IceNet
56,2015-01-01,1,1,2015-02-27,58,2,57,2.4720010452270498,IceNet
57,2015-01-01,1,1,2015-02-28,59,2,58,3.2398166224739744,IceNet
58,2015-01-01,1,1,2015-03-01,60,3,59,3.064767694473264,IceNet
59,2015-01-01,1,1,2015-03-02,61,3,60,2.557201566522771,IceNet
60,2015-01-01,1,1,2015-03-03,62,3,61,2.421511951966718,IceNet
61,2015-01-01,1,1,2015-03-04,63,3,62,2.4830758054906648,IceNet
62,2015-01-01,1,1,2015-03-05,64,3,63,2.2227393840443015,IceNet
63,2015-01-01,1,1,2015-03-06,65,3,64,1.819091528112237,IceNet
64,2015-01-01,1,1,2015-03-07,66,3,65,1.7801079758730793,IceNet
65,2015-01-01,1,1,2015-03-08,67,3,66,1.7636791796250755,IceNet
66,2015-01-01,1,1,2015-03-09,68,3,67,1.714411791021174,IceNet
67,2015-01-01,1,1,2015-03-10,69,3,68,2.1360615236108944,IceNet
68,2015-01-01,1,1,2015-03-11,70,3,69,2.3855122502066863,IceNet
69,2015-01-01,1,1,2015-03-12,71,3,70,2.579879078258165,IceNet
70,2015-01-01,1,1,2015-03-13,72,3,71,2.0824994544982904,IceNet
71,2015-01-01,1,1,2015-03-14,73,3,72,1.3396357399333614,IceNet
72,2015-01-01,1,1,2015-03-15,74,3,73,1.7781755319075139,IceNet
73,2015-01-01,1,1,2015-03-16,75,3,74,3.126473542646926,IceNet
74,2015-01-01,1,1,2015-03-17,76,3,75,3.262289764577691,IceNet
75,2015-01-01,1,1,2015-03-18,77,3,76,2.889775438135319,IceNet
76,2015-01-01,1,1,2015-03-19,78,3,77,1.3915138501253996,IceNet
77,2015-01-01,1,1,2015-03-20,79,3,78,1.427959444392812,IceNet
78,2015-01-01,1,1,2015-03-21,80,3,79,1.83940950792486,IceNet
79,2015-01-01,1,1,2015-03-22,81,3,80,1.649777532404119,IceNet
80,2015-01-01,1,1,2015-03-23,82,3,81,1.7207344297929246,IceNet
81,2015-01-01,1,1,2015-03-24,83,3,82,2.028304115468805,IceNet
82,2015-01-01,1,1,2015-03-25,84,3,83,1.9877266961877995,IceNet
83,2015-01-01,1,1,2015-03-26,85,3,84,1.9976454472975307,IceNet
84,2015-01-01,1,1,2015-03-27,86,3,85,1.266032986380838,IceNet
85,2015-01-01,1,1,2015-03-28,87,3,86,1.2822474242123685,IceNet
86,2015-01-01,1,1,2015-03-29,88,3,87,1.272194062146274,IceNet
87,2015-01-01,1,1,2015-03-30,89,3,88,1.5339463405609122,IceNet
88,2015-01-01,1,1,2015-03-31,90,3,89,2.170395857377484,IceNet
89,2015-01-01,1,1,2015-04-01,91,4,90,2.6821072240309265,IceNet
90,2015-01-01,1,1,2015-04-02,92,4,91,2.8285416731400925,IceNet
91,2015-01-01,1,1,2015-04-03,93,4,92,2.8458323398936853,IceNet
92,2015-01-01,1,1,2015-04-04,94,4,93,3.32142884861339,IceNet
0,2015-02-01,32,2,2015-02-02,33,2,1,0.9349904729669752,IceNet
1,2015-02-01,32,2,2015-02-03,34,2,2,1.331853630412707,IceNet
2,2015-02-01,32,2,2015-02-04,35,2,3,1.215826248168946,IceNet
3,2015-02-01,32,2,2015-02-05,36,2,4,2.1062892230640746,IceNet
4,2015-02-01,32,2,2015-02-06,37,2,5,2.0359470620588813,IceNet
5,2015-02-01,32,2,2015-02-07,38,2,6,2.6361045974384636,IceNet
6,2015-02-01,32,2,2015-02-08,39,2,7,2.4052091810053047,IceNet
7,2015-02-01,32,2,2015-02-09,40,2,8,2.816881595611571,IceNet
8,2015-02-01,32,2,2015-02-10,41,2,9,2.9770420983054406,IceNet
9,2015-02-01,32,2,2015-02-11,42,2,10,2.9516927757263174,IceNet
10,2015-02-01,32,2,2015-02-12,43,2,11,2.853585313796995,IceNet
11,2015-02-01,32,2,2015-02-13,44,2,12,3.575070272619072,IceNet
12,2015-02-01,32,2,2015-02-14,45,2,13,2.2321375607577227,IceNet
13,2015-02-01,32,2,2015-02-15,46,2,14,2.856678334496238,IceNet
14,2015-02-01,32,2,2015-02-16,47,2,15,3.1922185330824404,IceNet
15,2015-02-01,32,2,2015-02-17,48,2,16,2.509359421816738,IceNet
16,2015-02-01,32,2,2015-02-18,49,2,17,2.397499372482298,IceNet
17,2015-02-01,32,2,2015-02-19,50,2,18,2.628842068585482,IceNet
18,2015-02-01,32,2,2015-02-20,51,2,19,2.871751836776733,IceNet
19,2015-02-01,32,2,2015-02-21,52,2,20,2.5582660754810673,IceNet
20,2015-02-01,32,2,2015-02-22,53,2,21,1.3297599827159527,IceNet
21,2015-02-01,32,2,2015-02-23,54,2,22,1.6166789318431503,IceNet
22,2015-02-01,32,2,2015-02-24,55,2,23,1.5153869561282058,IceNet
23,2015-02-01,32,2,2015-02-25,56,2,24,2.2593750169927396,IceNet
24,2015-02-01,32,2,2015-02-26,57,2,25,1.834395992799237,IceNet
25,2015-02-01,32,2,2015-02-27,58,2,26,2.416362493515013,IceNet
26,2015-02-01,32,2,2015-02-28,59,2,27,2.9757168944965686,IceNet
27,2015-02-01,32,2,2015-03-01,60,3,28,2.9793685609644087,IceNet
28,2015-02-01,32,2,2015-03-02,61,3,29,2.4275184404199774,IceNet
29,2015-02-01,32,2,2015-03-03,62,3,30,2.342655982277609,IceNet
30,2015-02-01,32,2,2015-03-04,63,3,31,2.2691904834400494,IceNet
31,2015-02-01,32,2,2015-03-05,64,3,32,2.231353918075563,IceNet
32,2015-02-01,32,2,2015-03-06,65,3,33,1.854609174901788,IceNet
33,2015-02-01,32,2,2015-03-07,66,3,34,1.8477044015364206,IceNet
34,2015-02-01,32,2,2015-03-08,67,3,35,1.7519015241102716,IceNet
35,2015-02-01,32,2,2015-03-09,68,3,36,1.7453222179412844,IceNet
36,2015-02-01,32,2,2015-03-10,69,3,37,2.1924729170365755,IceNet
37,2015-02-01,32,2,2015-03-11,70,3,38,2.514808315623889,IceNet
38,2015-02-01,32,2,2015-03-12,71,3,39,2.578253686211323,IceNet
39,2015-02-01,32,2,2015-03-13,72,3,40,2.236213122107766,IceNet
40,2015-02-01,32,2,2015-03-14,73,3,41,1.4175966181321582,IceNet
41,2015-02-01,32,2,2015-03-15,74,3,42,1.7938128899660963,IceNet
42,2015-02-01,32,2,2015-03-16,75,3,43,3.092807972301134,IceNet
43,2015-02-01,32,2,2015-03-17,76,3,44,3.360628540559247,IceNet
44,2015-02-01,32,2,2015-03-18,77,3,45,2.9002784267772315,IceNet
45,2015-02-01,32,2,2015-03-19,78,3,46,1.4781210928830233,IceNet
46,2015-02-01,32,2,2015-03-20,79,3,47,1.401257078344172,IceNet
47,2015-02-01,32,2,2015-03-21,80,3,48,1.832988952289927,IceNet
48,2015-02-01,32,2,2015-03-22,81,3,49,1.6325508504347366,IceNet
49,2015-02-01,32,2,2015-03-23,82,3,50,1.9212757540616114,IceNet
50,2015-02-01,32,2,2015-03-24,83,3,51,2.171742898420853,IceNet
51,2015-02-01,32,2,2015-03-25,84,3,52,2.1942496623992915,IceNet
52,2015-02-01,32,2,2015-03-26,85,3,53,1.9529801228263168,IceNet
53,2015-02-01,32,2,2015-03-27,86,3,54,1.234470827449452,IceNet
54,2015-02-01,32,2,2015-03-28,87,3,55,1.5358986542441626,IceNet
55,2015-02-01,32,2,2015-03-29,88,3,56,1.4735492508628143,IceNet
56,2015-02-01,32,2,2015-03-30,89,3,57,1.9641870999769722,IceNet
57,2015-02-01,32,2,2015-03-31,90,3,58,2.750815601348876,IceNet
58,2015-02-01,32,2,2015-04-01,91,4,59,3.271401874368839,IceNet
59,2015-02-01,32,2,2015-04-02,92,4,60,3.491213542591442,IceNet
60,2015-02-01,32,2,2015-04-03,93,4,61,3.496639573357319,IceNet
61,2015-02-01,32,2,2015-04-04,94,4,62,4.095059207569467,IceNet
62,2015-02-01,32,2,2015-04-05,95,4,63,3.6917795841910603,IceNet
63,2015-02-01,32,2,2015-04-06,96,4,64,2.833060614325783,IceNet
64,2015-02-01,32,2,2015-04-07,97,4,65,2.7274475838054295,IceNet
65,2015-02-01,32,2,2015-04-08,98,4,66,2.867279228730634,IceNet
66,2015-02-01,32,2,2015-04-09,99,4,67,3.2465921776511455,IceNet
67,2015-02-01,32,2,2015-04-10,100,4,68,2.7209982986450187,IceNet
68,2015-02-01,32,2,2015-04-11,101,4,69,1.8653732828660432,IceNet
69,2015-02-01,32,2,2015-04-12,102,4,70,2.0003972514759405,IceNet
70,2015-02-01,32,2,2015-04-13,103,4,71,1.9444644021120916,IceNet
71,2015-02-01,32,2,2015-04-14,104,4,72,2.0500968092138114,IceNet
72,2015-02-01,32,2,2015-04-15,105,4,73,1.9691171999844628,IceNet
73,2015-02-01,32,2,2015-04-16,106,4,74,1.7576729372197948,IceNet
74,2015-02-01,32,2,2015-04-17,107,4,75,2.116327787572689,IceNet
75,2015-02-01,32,2,2015-04-18,108,4,76,2.259809101971714,IceNet
76,2015-02-01,32,2,2015-04-19,109,4,77,3.080340723384513,IceNet
77,2015-02-01,32,2,2015-04-20,110,4,78,3.260080507278444,IceNet
78,2015-02-01,32,2,2015-04-21,111,4,79,2.3634026191017856,IceNet
79,2015-02-01,32,2,2015-04-22,112,4,80,1.5249144812497233,IceNet
80,2015-02-01,32,2,2015-04-23,113,4,81,2.277855654456398,IceNet
81,2015-02-01,32,2,2015-04-24,114,4,82,2.0504242486086746,IceNet
82,2015-02-01,32,2,2015-04-25,115,4,83,1.9955385797673997,IceNet
83,2015-02-01,32,2,2015-04-26,116,4,84,1.9136673303083942,IceNet
84,2015-02-01,32,2,2015-04-27,117,4,85,2.291046124545011,IceNet
85,2015-02-01,32,2,2015-04-28,118,4,86,2.1314759521484388,IceNet
86,2015-02-01,32,2,2015-04-29,119,4,87,2.782414267453278,IceNet
87,2015-02-01,32,2,2015-04-30,120,4,88,5.230428212252529,IceNet
88,2015-02-01,32,2,2015-05-01,121,5,89,4.368485551834104,IceNet
89,2015-02-01,32,2,2015-05-02,122,5,90,4.029084090666338,IceNet
90,2015-02-01,32,2,2015-05-03,123,5,91,3.3570899708487763,IceNet
91,2015-02-01,32,2,2015-05-04,124,5,92,3.380899845643476,IceNet
92,2015-02-01,32,2,2015-05-05,125,5,93,2.9424294443997474,IceNet
0,2015-03-01,60,3,2015-03-02,61,3,1,2.8640346856550734,IceNet
1,2015-03-01,60,3,2015-03-03,62,3,2,2.7205071650418358,IceNet
2,2015-03-01,60,3,2015-03-04,63,3,3,2.631016794898291,IceNet
3,2015-03-01,60,3,2015-03-05,64,3,4,2.116761847756127,IceNet
4,2015-03-01,60,3,2015-03-06,65,3,5,1.909264379154551,IceNet
5,2015-03-01,60,3,2015-03-07,66,3,6,1.9608160374381318,IceNet
6,2015-03-01,60,3,2015-03-08,67,3,7,1.8425434939644532,IceNet
7,2015-03-01,60,3,2015-03-09,68,3,8,1.7547145049355244,IceNet
8,2015-03-01,60,3,2015-03-10,69,3,9,2.350203257127241,IceNet
9,2015-03-01,60,3,2015-03-11,70,3,10,2.616044312217018,IceNet
10,2015-03-01,60,3,2015-03-12,71,3,11,2.7591143476312783,IceNet
11,2015-03-01,60,3,2015-03-13,72,3,12,2.3003621333729134,IceNet
12,2015-03-01,60,3,2015-03-14,73,3,13,1.3517027761285962,IceNet
13,2015-03-01,60,3,2015-03-15,74,3,14,1.8698335456848132,IceNet
14,2015-03-01,60,3,2015-03-16,75,3,15,3.207050343946975,IceNet
15,2015-03-01,60,3,2015-03-17,76,3,16,3.445726417021316,IceNet
16,2015-03-01,60,3,2015-03-18,77,3,17,2.9972323173176143,IceNet
17,2015-03-01,60,3,2015-03-19,78,3,18,1.4650033505179665,IceNet
18,2015-03-01,60,3,2015-03-20,79,3,19,1.3622768376090308,IceNet
19,2015-03-01,60,3,2015-03-21,80,3,20,1.6879116177992377,IceNet
20,2015-03-01,60,3,2015-03-22,81,3,21,1.5728386188853865,IceNet
21,2015-03-01,60,3,2015-03-23,82,3,22,1.8065747259313398,IceNet
22,2015-03-01,60,3,2015-03-24,83,3,23,2.083541541879826,IceNet
23,2015-03-01,60,3,2015-03-25,84,3,24,2.184753204692493,IceNet
24,2015-03-01,60,3,2015-03-26,85,3,25,2.0258658814863733,IceNet
25,2015-03-01,60,3,2015-03-27,86,3,26,1.1652908593958071,IceNet
26,2015-03-01,60,3,2015-03-28,87,3,27,1.5968997542641374,IceNet
27,2015-03-01,60,3,2015-03-29,88,3,28,1.5304230558221985,IceNet
28,2015-03-01,60,3,2015-03-30,89,3,29,1.9872612394853064,IceNet
29,2015-03-01,60,3,2015-03-31,90,3,30,2.6802332982149975,IceNet
30,2015-03-01,60,3,2015-04-01,91,4,31,3.2578342227935773,IceNet
31,2015-03-01,60,3,2015-04-02,92,4,32,3.7243431306318793,IceNet
32,2015-03-01,60,3,2015-04-03,93,4,33,3.6102813115553394,IceNet
33,2015-03-01,60,3,2015-04-04,94,4,34,4.206870151866564,IceNet
34,2015-03-01,60,3,2015-04-05,95,4,35,3.770014256737447,IceNet
35,2015-03-01,60,3,2015-04-06,96,4,36,2.9438882987282486,IceNet
36,2015-03-01,60,3,2015-04-07,97,4,37,2.9283922892483782,IceNet
37,2015-03-01,60,3,2015-04-08,98,4,38,2.950569892363113,IceNet
38,2015-03-01,60,3,2015-04-09,99,4,39,3.520175979961049,IceNet
39,2015-03-01,60,3,2015-04-10,100,4,40,2.9214612901861012,IceNet
40,2015-03-01,60,3,2015-04-11,101,4,41,2.0587250009016533,IceNet
41,2015-03-01,60,3,2015-04-12,102,4,42,1.9608367628617713,IceNet
42,2015-03-01,60,3,2015-04-13,103,4,43,2.0358890406868655,IceNet
43,2015-03-01,60,3,2015-04-14,104,4,44,1.9793716697692867,IceNet
44,2015-03-01,60,3,2015-04-15,105,4,45,1.9109304121190842,IceNet
45,2015-03-01,60,3,2015-04-16,106,4,46,1.6463229519237188,IceNet
46,2015-03-01,60,3,2015-04-17,107,4,47,2.0582184616435675,IceNet
47,2015-03-01,60,3,2015-04-18,108,4,48,2.1366279459866617,IceNet
48,2015-03-01,60,3,2015-04-19,109,4,49,2.9390181106220616,IceNet
49,2015-03-01,60,3,2015-04-20,110,4,50,3.046154993924229,IceNet
50,2015-03-01,60,3,2015-04-21,111,4,51,2.167506232174962,IceNet
51,2015-03-01,60,3,2015-04-22,112,4,52,1.5501443077434203,IceNet
52,2015-03-01,60,3,2015-04-23,113,4,53,2.415275860006159,IceNet
53,2015-03-01,60,3,2015-04-24,114,4,54,2.3229606009396626,IceNet
54,2015-03-01,60,3,2015-04-25,115,4,55,2.1059478409507046,IceNet
55,2015-03-01,60,3,2015-04-26,116,4,56,1.9018089975877237,IceNet
56,2015-03-01,60,3,2015-04-27,117,4,57,2.211012583819303,IceNet
57,2015-03-01,60,3,2015-04-28,118,4,58,2.13856427678195,IceNet
58,2015-03-01,60,3,2015-04-29,119,4,59,3.0019793555519776,IceNet
59,2015-03-01,60,3,2015-04-30,120,4,60,5.429147484519264,IceNet
60,2015-03-01,60,3,2015-05-01,121,5,61,4.591018947254526,IceNet
61,2015-03-01,60,3,2015-05-02,122,5,62,4.04770369495045,IceNet
62,2015-03-01,60,3,2015-05-03,123,5,63,3.4061544572656803,IceNet
63,2015-03-01,60,3,2015-05-04,124,5,64,3.533649455503983,IceNet
64,2015-03-01,60,3,2015-05-05,125,5,65,2.9170556968342174,IceNet
65,2015-03-01,60,3,2015-05-06,126,5,66,2.194429649699818,IceNet
66,2015-03-01,60,3,2015-05-07,127,5,67,2.03462886272777,IceNet
67,2015-03-01,60,3,2015-05-08,128,5,68,1.846979322780263,IceNet
68,2015-03-01,60,3,2015-05-09,129,5,69,1.813116848165339,IceNet
69,2015-03-01,60,3,2015-05-10,130,5,70,2.544173163153911,IceNet
70,2015-03-01,60,3,2015-05-11,131,5,71,3.815612940528178,IceNet
71,2015-03-01,60,3,2015-05-12,132,5,72,3.68718101015958,IceNet
72,2015-03-01,60,3,2015-05-13,133,5,73,5.437130079789596,IceNet
73,2015-03-01,60,3,2015-05-14,134,5,74,5.854646003376355,IceNet
74,2015-03-01,60,3,2015-05-15,135,5,75,6.227837804100731,IceNet
75,2015-03-01,60,3,2015-05-16,136,5,76,6.362507539055564,IceNet
76,2015-03-01,60,3,2015-05-17,137,5,77,4.7188385285464225,IceNet
77,2015-03-01,60,3,2015-05-18,138,5,78,3.458157642537897,IceNet
78,2015-03-01,60,3,2015-05-19,139,5,79,6.02294235610962,IceNet
79,2015-03-01,60,3,2015-05-20,140,5,80,4.693586163087325,IceNet
80,2015-03-01,60,3,2015-05-21,141,5,81,6.393466509038753,IceNet
81,2015-03-01,60,3,2015-05-22,142,5,82,6.790266627571799,IceNet
82,2015-03-01,60,3,2015-05-23,143,5,83,15.376814037149602,IceNet
83,2015-03-01,60,3,2015-05-24,144,5,84,16.190613796060735,IceNet
84,2015-03-01,60,3,2015-05-25,145,5,85,8.944506724444299,IceNet
85,2015-03-01,60,3,2015-05-26,146,5,86,5.322812384518712,IceNet
86,2015-03-01,60,3,2015-05-27,147,5,87,3.9999133477644477,IceNet
87,2015-03-01,60,3,2015-05-28,148,5,88,3.4027835915305396,IceNet
88,2015-03-01,60,3,2015-05-29,149,5,89,5.475020095305008,IceNet
89,2015-03-01,60,3,2015-05-30,150,5,90,9.394176564476707,IceNet
90,2015-03-01,60,3,2015-05-31,151,5,91,10.822318461158059,IceNet
91,2015-03-01,60,3,2015-06-01,152,6,92,7.7021015111749795,IceNet
92,2015-03-01,60,3,2015-06-02,153,6,93,4.024656134865501,IceNet
0,2015-04-01,91,4,2015-04-02,92,4,1,5.719798482374711,IceNet
1,2015-04-01,91,4,2015-04-03,93,4,2,5.604633696295996,IceNet
2,2015-04-01,91,4,2015-04-04,94,4,3,6.047797752727161,IceNet
3,2015-04-01,91,4,2015-04-05,95,4,4,5.608803784803908,IceNet
4,2015-04-01,91,4,2015-04-06,96,4,5,4.6582267964102995,IceNet
5,2015-04-01,91,4,2015-04-07,97,4,6,4.54768529354442,IceNet
6,2015-04-01,91,4,2015-04-08,98,4,7,4.467116702513259,IceNet
7,2015-04-01,91,4,2015-04-09,99,4,8,4.878300118879838,IceNet
8,2015-04-01,91,4,2015-04-10,100,4,9,4.327225048065184,IceNet
9,2015-04-01,91,4,2015-04-11,101,4,10,3.42713893023404,IceNet
10,2015-04-01,91,4,2015-04-12,102,4,11,3.181841827045787,IceNet
11,2015-04-01,91,4,2015-04-13,103,4,12,3.0678352295268643,IceNet
12,2015-04-01,91,4,2015-04-14,104,4,13,2.9353161139054724,IceNet
13,2015-04-01,91,4,2015-04-15,105,4,14,3.016436583258888,IceNet
14,2015-04-01,91,4,2015-04-16,106,4,15,1.4966384714299972,IceNet
15,2015-04-01,91,4,2015-04-17,107,4,16,1.8697973967465487,IceNet
16,2015-04-01,91,4,2015-04-18,108,4,17,2.161949132919311,IceNet
17,2015-04-01,91,4,2015-04-19,109,4,18,2.428358877355403,IceNet
18,2015-04-01,91,4,2015-04-20,110,4,19,2.489417838356713,IceNet
19,2015-04-01,91,4,2015-04-21,111,4,20,1.606837066476996,IceNet
20,2015-04-01,91,4,2015-04-22,112,4,21,1.9317346302379266,IceNet
21,2015-04-01,91,4,2015-04-23,113,4,22,3.22241852534901,IceNet
22,2015-04-01,91,4,2015-04-24,114,4,23,3.039205760262228,IceNet
23,2015-04-01,91,4,2015-04-25,115,4,24,2.3686723643216205,IceNet
24,2015-04-01,91,4,2015-04-26,116,4,25,2.038132307052612,IceNet
25,2015-04-01,91,4,2015-04-27,117,4,26,2.456957800258289,IceNet
26,2015-04-01,91,4,2015-04-28,118,4,27,2.6250207243832673,IceNet
27,2015-04-01,91,4,2015-04-29,119,4,28,3.7839288500005535,IceNet
28,2015-04-01,91,4,2015-04-30,120,4,29,6.371698382117531,IceNet
29,2015-04-01,91,4,2015-05-01,121,5,30,5.24592187049172,IceNet
30,2015-04-01,91,4,2015-05-02,122,5,31,4.584054181879217,IceNet
31,2015-04-01,91,4,2015-05-03,123,5,32,4.144601786700161,IceNet
32,2015-04-01,91,4,2015-05-04,124,5,33,4.100890123193913,IceNet
33,2015-04-01,91,4,2015-05-05,125,5,34,3.5622842731475823,IceNet
34,2015-04-01,91,4,2015-05-06,126,5,35,2.645682260686699,IceNet
35,2015-04-01,91,4,2015-05-07,127,5,36,2.2231469230651832,IceNet
36,2015-04-01,91,4,2015-05-08,128,5,37,1.9338671032298698,IceNet
37,2015-04-01,91,4,2015-05-09,129,5,38,1.6298904531652283,IceNet
38,2015-04-01,91,4,2015-05-10,130,5,39,2.123046187314122,IceNet
39,2015-04-01,91,4,2015-05-11,131,5,40,3.336716821150348,IceNet
40,2015-04-01,91,4,2015-05-12,132,5,41,3.646937606464734,IceNet
41,2015-04-01,91,4,2015-05-13,133,5,42,5.026363159179689,IceNet
42,2015-04-01,91,4,2015-05-14,134,5,43,5.346175241296942,IceNet
43,2015-04-01,91,4,2015-05-15,135,5,44,5.818276733571834,IceNet
44,2015-04-01,91,4,2015-05-16,136,5,45,5.889109529321844,IceNet
45,2015-04-01,91,4,2015-05-17,137,5,46,4.178114294398917,IceNet
46,2015-04-01,91,4,2015-05-18,138,5,47,3.3535623271248554,IceNet
47,2015-04-01,91,4,2015-05-19,139,5,48,5.817409315109254,IceNet
48,2015-04-01,91,4,2015-05-20,140,5,49,4.487093216635964,IceNet
49,2015-04-01,91,4,2015-05-21,141,5,50,5.931578954349865,IceNet
50,2015-04-01,91,4,2015-05-22,142,5,51,6.203969549005681,IceNet
51,2015-04-01,91,4,2015-05-23,143,5,52,15.884525209253484,IceNet
52,2015-04-01,91,4,2015-05-24,144,5,53,16.458841091502794,IceNet
53,2015-04-01,91,4,2015-05-25,145,5,54,9.211912425474683,IceNet
54,2015-04-01,91,4,2015-05-26,146,5,55,5.320528846047143,IceNet
55,2015-04-01,91,4,2015-05-27,147,5,56,4.1827528128190465,IceNet
56,2015-04-01,91,4,2015-05-28,148,5,57,3.7203560754602596,IceNet
57,2015-04-01,91,4,2015-05-29,149,5,58,5.970895099813288,IceNet
58,2015-04-01,91,4,2015-05-30,150,5,59,9.913466320904817,IceNet
59,2015-04-01,91,4,2015-05-31,151,5,60,11.29947282444347,IceNet
60,2015-04-01,91,4,2015-06-01,152,6,61,7.9783039904507715,IceNet
61,2015-04-01,91,4,2015-06-02,153,6,62,3.963915943319148,IceNet
62,2015-04-01,91,4,2015-06-03,154,6,63,6.244173568378795,IceNet
63,2015-04-01,91,4,2015-06-04,155,6,64,8.830195371627804,IceNet
64,2015-04-01,91,4,2015-06-05,156,6,65,26.149341898831455,IceNet
65,2015-04-01,91,4,2015-06-06,157,6,66,28.81400694864447,IceNet
66,2015-04-01,91,4,2015-06-07,158,6,67,25.906818042408336,IceNet
67,2015-04-01,91,4,2015-06-08,159,6,68,21.602323497598817,IceNet
68,2015-04-01,91,4,2015-06-09,160,6,69,17.84034081736478,IceNet
69,2015-04-01,91,4,2015-06-10,161,6,70,10.897174128619108,IceNet
70,2015-04-01,91,4,2015-06-11,162,6,71,19.918273811513725,IceNet
71,2015-04-01,91,4,2015-06-12,163,6,72,17.088440150347623,IceNet
72,2015-04-01,91,4,2015-06-13,164,6,73,12.86638330303539,IceNet
73,2015-04-01,91,4,2015-06-14,165,6,74,10.134469150023026,IceNet
