date,obs_id,doy,migration_year,sic,day_index
31/10/2016,28,325,2016,0,-20
01/11/2016,28,325,2016,43.079605,-19
02/11/2016,28,325,2016,27.09796,-18
03/11/2016,28,325,2016,93.2125,-17
04/11/2016,28,325,2016,4.751523,-16
05/11/2016,28,325,2016,11.546429,-15
06/11/2016,28,325,2016,94.57167,-14
07/11/2016,28,325,2016,100,-13
08/11/2016,28,325,2016,100,-12
09/11/2016,28,325,2016,99.77355,-11
10/11/2016,28,325,2016,55.894115,-10
11/11/2016,28,325,2016,80.8397,-9
12/11/2016,28,325,2016,83.61896,-8
13/11/2016,28,325,2016,89.14326,-7
14/11/2016,28,325,2016,100,-6
15/11/2016,28,325,2016,87.82307,-5
16/11/2016,28,325,2016,98.25112,-4
17/11/2016,28,325,2016,94.54722,-3
18/11/2016,28,325,2016,90.62405,-2
19/11/2016,28,325,2016,92.356636,-1
20/11/2016,28,325,2016,85.58032,0
21/11/2016,28,325,2016,93.968376,1
22/11/2016,28,325,2016,99.64397,2
23/11/2016,28,325,2016,98.31487,3
24/11/2016,28,325,2016,100,4
25/11/2016,28,325,2016,100,5
26/11/2016,28,325,2016,100,6
27/11/2016,28,325,2016,100,7
28/11/2016,28,325,2016,99.570816,8
29/11/2016,28,325,2016,100,9
30/11/2016,28,325,2016,100,10
01/12/2016,28,325,2016,100,11
02/12/2016,28,325,2016,99.83057,12
03/12/2016,28,325,2016,100,13
04/12/2016,28,325,2016,97.71129,14
05/12/2016,28,325,2016,97.691925,15
06/12/2016,28,325,2016,94.049805,16
07/12/2016,28,325,2016,95.26361,17
08/12/2016,28,325,2016,94.105576,18
09/12/2016,28,325,2016,96.033005,19
10/12/2016,28,325,2016,95.705956,20
11/12/2016,28,325,2016,94.30326,21
12/12/2016,28,325,2016,94.48619,22
13/12/2016,28,325,2016,96.01134,23
14/12/2016,28,325,2016,99.22447,24
15/12/2016,28,325,2016,95.740875,25
16/12/2016,28,325,2016,98.28983,26
17/12/2016,28,325,2016,97.5249,27
18/12/2016,28,325,2016,98.8567,28
19/12/2016,28,325,2016,98.39637,29
20/12/2016,28,325,2016,97.09665,30
21/12/2016,28,325,2016,97.5086,31
22/12/2016,28,325,2016,96.45689,32
23/12/2016,28,325,2016,97.78051,33
24/12/2016,28,325,2016,100,34
25/12/2016,28,325,2016,99.18958,35
26/12/2016,28,325,2016,100,36
27/12/2016,28,325,2016,97.70267,37
28/12/2016,28,325,2016,100,38
29/12/2016,28,325,2016,94.832825,39
30/12/2016,28,325,2016,95.35761,40
31/12/2016,28,325,2016,96.60338,41
01/01/2017,28,325,2016,96.89703,42
02/01/2017,28,325,2016,94.81325,43
03/01/2017,28,325,2016,100,44
04/01/2017,28,325,2016,95.44546,45
21/09/2017,29,309,2017,0,-45
22/09/2017,29,309,2017,5.273989,-44
23/09/2017,29,309,2017,0.9225407,-43
24/09/2017,29,309,2017,19.172913,-42
25/09/2017,29,309,2017,0,-41
26/09/2017,29,309,2017,9.537116,-40
27/09/2017,29,309,2017,12.833027,-39
28/09/2017,29,309,2017,24.701271,-38
29/09/2017,29,309,2017,0,-37
30/09/2017,29,309,2017,0,-36
01/10/2017,29,309,2017,14.296991,-35
02/10/2017,29,309,2017,2.9127967,-34
03/10/2017,29,309,2017,32.338764,-33
04/10/2017,29,309,2017,14.655022,-32
05/10/2017,29,309,2017,0,-31
06/10/2017,29,309,2017,31.444597,-30
07/10/2017,29,309,2017,0,-29
08/10/2017,29,309,2017,0,-28
09/10/2017,29,309,2017,0,-27
10/10/2017,29,309,2017,3.4677806,-26
11/10/2017,29,309,2017,0,-25
12/10/2017,29,309,2017,0,-24
13/10/2017,29,309,2017,0,-23
14/10/2017,29,309,2017,0,-22
15/10/2017,29,309,2017,4.8640227,-21
16/10/2017,29,309,2017,0,-20
17/10/2017,29,309,2017,0,-19
18/10/2017,29,309,2017,0,-18
19/10/2017,29,309,2017,0,-17
20/10/2017,29,309,2017,6.8883395,-16
21/10/2017,29,309,2017,0,-15
22/10/2017,29,309,2017,13.239853,-14
23/10/2017,29,309,2017,6.127962,-13
24/10/2017,29,309,2017,21.726967,-12
25/10/2017,29,309,2017,41.465744,-11
26/10/2017,29,309,2017,18.959333,-10
27/10/2017,29,309,2017,35.277985,-9
28/10/2017,29,309,2017,52.459305,-8
29/10/2017,29,309,2017,36.45688,-7
30/10/2017,29,309,2017,81.88456,-6
31/10/2017,29,309,2017,73.82829,-5
01/11/2017,29,309,2017,49.39548,-4
02/11/2017,29,309,2017,23.456684,-3
03/11/2017,29,309,2017,77.66711,-2
04/11/2017,29,309,2017,59.120045,-1
05/11/2017,29,309,2017,8.085932,0
06/11/2017,29,309,2017,11.171447,1
07/11/2017,29,309,2017,39.82201,2
08/11/2017,29,309,2017,47.18622,3
09/11/2017,29,309,2017,100,4
10/11/2017,29,309,2017,98.05561,5
11/11/2017,29,309,2017,97.64228,6
12/11/2017,29,309,2017,83.13736,7
13/11/2017,29,309,2017,96.640915,8
14/11/2017,29,309,2017,97.92567,9
15/11/2017,29,309,2017,86.04028,10
16/11/2017,29,309,2017,98.622765,11
17/11/2017,29,309,2017,100,12
18/11/2017,29,309,2017,100,13
19/11/2017,29,309,2017,100,14
20/11/2017,29,309,2017,100,15
21/11/2017,29,309,2017,100,16
22/11/2017,29,309,2017,100,17
23/11/2017,29,309,2017,100,18
24/11/2017,29,309,2017,100,19
25/11/2017,29,309,2017,100,20
26/11/2017,29,309,2017,99.53684,21
27/11/2017,29,309,2017,98.76305,22
28/11/2017,29,309,2017,99.20927,23
29/11/2017,29,309,2017,100,24
30/11/2017,29,309,2017,99.49257,25
01/12/2017,29,309,2017,100,26
02/12/2017,29,309,2017,99.83198,27
03/12/2017,29,309,2017,100,28
04/12/2017,29,309,2017,100,29
05/12/2017,29,309,2017,99.81564,30
06/12/2017,29,309,2017,100,31
07/12/2017,29,309,2017,100,32
08/12/2017,29,309,2017,96.94688,33
09/12/2017,29,309,2017,99.34018,34
10/12/2017,29,309,2017,97.68654,35
11/12/2017,29,309,2017,98.15415,36
12/12/2017,29,309,2017,98.39222,37
13/12/2017,29,309,2017,99.50205,38
14/12/2017,29,309,2017,96.62134,39
15/12/2017,29,309,2017,99.28743,40
16/12/2017,29,309,2017,98.482735,41
17/12/2017,29,309,2017,99.39859,42
18/12/2017,29,309,2017,98.9179,43
19/12/2017,29,309,2017,93.72198,44
20/12/2017,29,309,2017,99.63809,45
23/09/2017,30,311,2017,1.7371271,-45
24/09/2017,30,311,2017,32.450195,-44
25/09/2017,30,311,2017,29.184256,-43
26/09/2017,30,311,2017,0,-42
27/09/2017,30,311,2017,14.660529,-41
28/09/2017,30,311,2017,11.88404,-40
29/09/2017,30,311,2017,3.1740353,-39
30/09/2017,30,311,2017,0.84216666,-38
01/10/2017,30,311,2017,25.647097,-37
02/10/2017,30,311,2017,25.552757,-36
03/10/2017,30,311,2017,6.145141,-35
04/10/2017,30,311,2017,2.7602758,-34
05/10/2017,30,311,2017,19.695498,-33
06/10/2017,30,311,2017,3.644404,-32
07/10/2017,30,311,2017,9.294012,-31
08/10/2017,30,311,2017,15.350096,-30
09/10/2017,30,311,2017,20.740515,-29
10/10/2017,30,311,2017,42.168816,-28
11/10/2017,30,311,2017,8.985536,-27
12/10/2017,30,311,2017,15.56242,-26
13/10/2017,30,311,2017,7.098437,-25
14/10/2017,30,311,2017,0.5748494,-24
15/10/2017,30,311,2017,8.049301,-23
16/10/2017,30,311,2017,7.749273,-22
17/10/2017,30,311,2017,3.4902048,-21
18/10/2017,30,311,2017,9.635532,-20
19/10/2017,30,311,2017,16.682228,-19
20/10/2017,30,311,2017,3.044123,-18
21/10/2017,30,311,2017,20.33393,-17
22/10/2017,30,311,2017,28.22547,-16
23/10/2017,30,311,2017,24.383121,-15
24/10/2017,30,311,2017,27.966835,-14
25/10/2017,30,311,2017,57.601196,-13
26/10/2017,30,311,2017,87.17898,-12
27/10/2017,30,311,2017,59.53749,-11
28/10/2017,30,311,2017,92.78566,-10
29/10/2017,30,311,2017,90.06191,-9
30/10/2017,30,311,2017,76.59761,-8
31/10/2017,30,311,2017,73.9076,-7
01/11/2017,30,311,2017,41.64914,-6
02/11/2017,30,311,2017,12.354368,-5
03/11/2017,30,311,2017,82.53274,-4
04/11/2017,30,311,2017,100,-3
05/11/2017,30,311,2017,36.459274,-2
06/11/2017,30,311,2017,67.83197,-1
07/11/2017,30,311,2017,98.317314,0
08/11/2017,30,311,2017,99.08637,1
09/11/2017,30,311,2017,100,2
10/11/2017,30,311,2017,99.075775,3
11/11/2017,30,311,2017,75.55145,4
12/11/2017,30,311,2017,88.30937,5
13/11/2017,30,311,2017,96.47885,6
14/11/2017,30,311,2017,99.38519,7
15/11/2017,30,311,2017,99.9091,8
16/11/2017,30,311,2017,100,9
17/11/2017,30,311,2017,100,10
18/11/2017,30,311,2017,100,11
19/11/2017,30,311,2017,100,12
20/11/2017,30,311,2017,100,13
21/11/2017,30,311,2017,99.87841,14
22/11/2017,30,311,2017,99.18705,15
23/11/2017,30,311,2017,99.99425,16
24/11/2017,30,311,2017,99.17043,17
25/11/2017,30,311,2017,99.81217,18
26/11/2017,30,311,2017,99.77758,19
27/11/2017,30,311,2017,98.32863,20
28/11/2017,30,311,2017,95.32884,21
29/11/2017,30,311,2017,99.64862,22
30/11/2017,30,311,2017,97.38125,23
01/12/2017,30,311,2017,99.20376,24
02/12/2017,30,311,2017,96.88662,25
03/12/2017,30,311,2017,99.68426,26
04/12/2017,30,311,2017,99.917175,27
05/12/2017,30,311,2017,100,28
06/12/2017,30,311,2017,96.01537,29
07/12/2017,30,311,2017,99.53636,30
08/12/2017,30,311,2017,97.417465,31
09/12/2017,30,311,2017,94.33448,32
10/12/2017,30,311,2017,97.62396,33
11/12/2017,30,311,2017,93.40912,34
12/12/2017,30,311,2017,97.18915,35
13/12/2017,30,311,2017,98.560234,36
14/12/2017,30,311,2017,96.80438,37
15/12/2017,30,311,2017,99.848564,38
16/12/2017,30,311,2017,99.60921,39
17/12/2017,30,311,2017,97.150406,40
18/12/2017,30,311,2017,95.8179,41
19/12/2017,30,311,2017,96.801315,42
20/12/2017,30,311,2017,94.47102,43
21/12/2017,30,311,2017,100,44
22/12/2017,30,311,2017,95.630745,45
05/10/2017,31,323,2017,0,-45
06/10/2017,31,323,2017,13.076984,-44
07/10/2017,31,323,2017,0,-43
08/10/2017,31,323,2017,0,-42
09/10/2017,31,323,2017,0.20849697,-41
10/10/2017,31,323,2017,0,-40
11/10/2017,31,323,2017,0,-39
12/10/2017,31,323,2017,0,-38
13/10/2017,31,323,2017,0,-37
14/10/2017,31,323,2017,0,-36
15/10/2017,31,323,2017,0,-35
16/10/2017,31,323,2017,0,-34
17/10/2017,31,323,2017,0,-33
18/10/2017,31,323,2017,0,-32
19/10/2017,31,323,2017,0,-31
20/10/2017,31,323,2017,12.506234,-30
21/10/2017,31,323,2017,3.5880544,-29
22/10/2017,31,323,2017,4.7436576,-28
23/10/2017,31,323,2017,0,-27
24/10/2017,31,323,2017,7.891732,-26
25/10/2017,31,323,2017,20.926788,-25
26/10/2017,31,323,2017,18.882391,-24
27/10/2017,31,323,2017,26.633915,-23
28/10/2017,31,323,2017,5.789889,-22
29/10/2017,31,323,2017,21.194653,-21
30/10/2017,31,323,2017,29.18862,-20
31/10/2017,31,323,2017,43.29953,-19
01/11/2017,31,323,2017,40.669357,-18
02/11/2017,31,323,2017,6.9040036,-17
03/11/2017,31,323,2017,84.70745,-16
04/11/2017,31,323,2017,97.69848,-15
05/11/2017,31,323,2017,0,-14
06/11/2017,31,323,2017,6.2308106,-13
07/11/2017,31,323,2017,14.699567,-12
08/11/2017,31,323,2017,11.9364,-11
09/11/2017,31,323,2017,100,-10
10/11/2017,31,323,2017,92.87815,-9
11/11/2017,31,323,2017,97.067894,-8
12/11/2017,31,323,2017,97.14754,-7
13/11/2017,31,323,2017,97.08039,-6
14/11/2017,31,323,2017,100,-5
15/11/2017,31,323,2017,98.74034,-4
16/11/2017,31,323,2017,100,-3
17/11/2017,31,323,2017,100,-2
18/11/2017,31,323,2017,100,-1
19/11/2017,31,323,2017,100,0
20/11/2017,31,323,2017,100,1
21/11/2017,31,323,2017,100,2
22/11/2017,31,323,2017,100,3
23/11/2017,31,323,2017,100,4
24/11/2017,31,323,2017,100,5
25/11/2017,31,323,2017,100,6
26/11/2017,31,323,2017,100,7
27/11/2017,31,323,2017,100,8
28/11/2017,31,323,2017,99.53251,9
29/11/2017,31,323,2017,99.229965,10
30/11/2017,31,323,2017,99.928795,11
01/12/2017,31,323,2017,100,12
02/12/2017,31,323,2017,99.436676,13
03/12/2017,31,323,2017,100,14
04/12/2017,31,323,2017,100,15
05/12/2017,31,323,2017,100,16
06/12/2017,31,323,2017,100,17
07/12/2017,31,323,2017,99.4263,18
08/12/2017,31,323,2017,97.85548,19
09/12/2017,31,323,2017,98.81263,20
10/12/2017,31,323,2017,97.136314,21
11/12/2017,31,323,2017,99.189125,22
12/12/2017,31,323,2017,100,23
13/12/2017,31,323,2017,100,24
14/12/2017,31,323,2017,99.9087,25
15/12/2017,31,323,2017,100,26
16/12/2017,31,323,2017,100,27
17/12/2017,31,323,2017,97.26329,28
18/12/2017,31,323,2017,99.22688,29
19/12/2017,31,323,2017,98.54799,30
20/12/2017,31,323,2017,98.87663,31
21/12/2017,31,323,2017,99.929504,32
22/12/2017,31,323,2017,99.04409,33
23/12/2017,31,323,2017,99.87015,34
24/12/2017,31,323,2017,99.38995,35
25/12/2017,31,323,2017,100,36
26/12/2017,31,323,2017,99.60789,37
27/12/2017,31,323,2017,99.667465,38
28/12/2017,31,323,2017,98.98904,39
29/12/2017,31,323,2017,97.4633,40
30/12/2017,31,323,2017,98.467476,41
31/12/2017,31,323,2017,97.55041,42
01/01/2018,31,323,2017,99.274796,43
02/01/2018,31,323,2017,96.458954,44
03/01/2018,31,323,2017,97.45932,45
05/10/2017,32,323,2017,6.908372,-45
06/10/2017,32,323,2017,17.193628,-44
07/10/2017,32,323,2017,0,-43
08/10/2017,32,323,2017,0,-42
09/10/2017,32,323,2017,3.3316147,-41
10/10/2017,32,323,2017,3.7710633,-40
11/10/2017,32,323,2017,16.8145,-39
12/10/2017,32,323,2017,22.75349,-38
13/10/2017,32,323,2017,4.8481894,-37
14/10/2017,32,323,2017,3.8101652,-36
15/10/2017,32,323,2017,0.43001512,-35
16/10/2017,32,323,2017,18.45992,-34
17/10/2017,32,323,2017,0,-33
18/10/2017,32,323,2017,23.285564,-32
19/10/2017,32,323,2017,13.122248,-31
20/10/2017,32,323,2017,4.1432,-30
21/10/2017,32,323,2017,57.332146,-29
22/10/2017,32,323,2017,18.020517,-28
23/10/2017,32,323,2017,0,-27
24/10/2017,32,323,2017,29.673235,-26
25/10/2017,32,323,2017,31.050356,-25
26/10/2017,32,323,2017,33.888042,-24
27/10/2017,32,323,2017,19.031075,-23
28/10/2017,32,323,2017,24.911142,-22
29/10/2017,32,323,2017,68.48464,-21
30/10/2017,32,323,2017,50.004326,-20
31/10/2017,32,323,2017,87.33444,-19
01/11/2017,32,323,2017,31.558897,-18
02/11/2017,32,323,2017,31.194897,-17
03/11/2017,32,323,2017,72.86837,-16
04/11/2017,32,323,2017,86.95599,-15
05/11/2017,32,323,2017,6.8102193,-14
06/11/2017,32,323,2017,41.843204,-13
07/11/2017,32,323,2017,37.047916,-12
08/11/2017,32,323,2017,70.26879,-11
09/11/2017,32,323,2017,100,-10
10/11/2017,32,323,2017,96.87761,-9
11/11/2017,32,323,2017,96.39878,-8
12/11/2017,32,323,2017,92.411255,-7
13/11/2017,32,323,2017,100,-6
14/11/2017,32,323,2017,100,-5
15/11/2017,32,323,2017,96.986786,-4
16/11/2017,32,323,2017,100,-3
17/11/2017,32,323,2017,100,-2
18/11/2017,32,323,2017,100,-1
19/11/2017,32,323,2017,100,0
20/11/2017,32,323,2017,99.23866,1
21/11/2017,32,323,2017,100,2
22/11/2017,32,323,2017,100,3
23/11/2017,32,323,2017,100,4
24/11/2017,32,323,2017,100,5
25/11/2017,32,323,2017,100,6
26/11/2017,32,323,2017,100,7
27/11/2017,32,323,2017,99.49835,8
28/11/2017,32,323,2017,99.40358,9
29/11/2017,32,323,2017,98.30024,10
30/11/2017,32,323,2017,99.44528,11
01/12/2017,32,323,2017,100,12
02/12/2017,32,323,2017,99.50932,13
03/12/2017,32,323,2017,99.65809,14
04/12/2017,32,323,2017,99.23912,15
05/12/2017,32,323,2017,99.7179,16
06/12/2017,32,323,2017,100,17
07/12/2017,32,323,2017,100,18
08/12/2017,32,323,2017,99.48058,19
09/12/2017,32,323,2017,98.58152,20
10/12/2017,32,323,2017,97.852005,21
11/12/2017,32,323,2017,98.478165,22
12/12/2017,32,323,2017,99.76013,23
13/12/2017,32,323,2017,100,24
14/12/2017,32,323,2017,99.68653,25
15/12/2017,32,323,2017,100,26
16/12/2017,32,323,2017,100,27
17/12/2017,32,323,2017,100,28
18/12/2017,32,323,2017,100,29
19/12/2017,32,323,2017,98.733025,30
20/12/2017,32,323,2017,100,31
21/12/2017,32,323,2017,99.79185,32
22/12/2017,32,323,2017,99.970436,33
23/12/2017,32,323,2017,98.10118,34
24/12/2017,32,323,2017,97.26522,35
25/12/2017,32,323,2017,99.39018,36
26/12/2017,32,323,2017,97.0776,37
27/12/2017,32,323,2017,98.33856,38
28/12/2017,32,323,2017,99.274734,39
29/12/2017,32,323,2017,99.12005,40
30/12/2017,32,323,2017,98.23504,41
31/12/2017,32,323,2017,99.52993,42
01/01/2018,32,323,2017,97.284035,43
02/01/2018,32,323,2017,96.61427,44
03/01/2018,32,323,2017,96.8487,45
29/09/2017,33,317,2017,0,-45
30/09/2017,33,317,2017,0,-44
01/10/2017,33,317,2017,0,-43
02/10/2017,33,317,2017,0.51922363,-42
03/10/2017,33,317,2017,0.70586485,-41
04/10/2017,33,317,2017,0,-40
05/10/2017,33,317,2017,0,-39
06/10/2017,33,317,2017,0,-38
07/10/2017,33,317,2017,0,-37
08/10/2017,33,317,2017,0,-36
09/10/2017,33,317,2017,12.878273,-35
10/10/2017,33,317,2017,0,-34
11/10/2017,33,317,2017,0,-33
12/10/2017,33,317,2017,0,-32
13/10/2017,33,317,2017,0,-31
14/10/2017,33,317,2017,0,-30
15/10/2017,33,317,2017,0,-29
16/10/2017,33,317,2017,0,-28
17/10/2017,33,317,2017,2.1729894,-27
18/10/2017,33,317,2017,0.2529882,-26
19/10/2017,33,317,2017,0,-25
20/10/2017,33,317,2017,0,-24
21/10/2017,33,317,2017,14.882498,-23
22/10/2017,33,317,2017,4.9547944,-22
23/10/2017,33,317,2017,1.2538782,-21
24/10/2017,33,317,2017,14.571695,-20
25/10/2017,33,317,2017,20.541433,-19
26/10/2017,33,317,2017,78.22312,-18
27/10/2017,33,317,2017,33.803555,-17
28/10/2017,33,317,2017,76.69328,-16
29/10/2017,33,317,2017,77.63788,-15
30/10/2017,33,317,2017,78.06369,-14
31/10/2017,33,317,2017,96.04287,-13
01/11/2017,33,317,2017,71.26688,-12
02/11/2017,33,317,2017,1.2275659,-11
03/11/2017,33,317,2017,60.83964,-10
04/11/2017,33,317,2017,100,-9
05/11/2017,33,317,2017,27.247807,-8
06/11/2017,33,317,2017,57.96969,-7
07/11/2017,33,317,2017,16.688467,-6
08/11/2017,33,317,2017,95.407524,-5
09/11/2017,33,317,2017,100,-4
10/11/2017,33,317,2017,100,-3
11/11/2017,33,317,2017,98.31841,-2
12/11/2017,33,317,2017,99.49623,-1
13/11/2017,33,317,2017,100,0
14/11/2017,33,317,2017,100,1
15/11/2017,33,317,2017,100,2
16/11/2017,33,317,2017,100,3
17/11/2017,33,317,2017,100,4
18/11/2017,33,317,2017,100,5
19/11/2017,33,317,2017,100,6
20/11/2017,33,317,2017,100,7
21/11/2017,33,317,2017,100,8
22/11/2017,33,317,2017,100,9
23/11/2017,33,317,2017,100,10
24/11/2017,33,317,2017,99.56232,11
25/11/2017,33,317,2017,100,12
26/11/2017,33,317,2017,99.94401,13
27/11/2017,33,317,2017,97.14446,14
28/11/2017,33,317,2017,98.28142,15
29/11/2017,33,317,2017,99.01696,16
30/11/2017,33,317,2017,99.476074,17
01/12/2017,33,317,2017,100,18
02/12/2017,33,317,2017,98.44659,19
03/12/2017,33,317,2017,98.35062,20
04/12/2017,33,317,2017,100,21
05/12/2017,33,317,2017,100,22
06/12/2017,33,317,2017,100,23
07/12/2017,33,317,2017,99.76294,24
08/12/2017,33,317,2017,98.51021,25
09/12/2017,33,317,2017,99.17166,26
10/12/2017,33,317,2017,96.79176,27
11/12/2017,33,317,2017,96.98089,28
12/12/2017,33,317,2017,99.386925,29
13/12/2017,33,317,2017,95.713234,30
14/12/2017,33,317,2017,97.24364,31
15/12/2017,33,317,2017,99.59059,32
16/12/2017,33,317,2017,100,33
17/12/2017,33,317,2017,99.57448,34
18/12/2017,33,317,2017,98.213486,35
19/12/2017,33,317,2017,96.31045,36
20/12/2017,33,317,2017,97.99112,37
21/12/2017,33,317,2017,97.65258,38
22/12/2017,33,317,2017,97.48275,39
23/12/2017,33,317,2017,96.049034,40
24/12/2017,33,317,2017,99.52801,41
25/12/2017,33,317,2017,98.95095,42
26/12/2017,33,317,2017,98.50187,43
27/12/2017,33,317,2017,99.7834,44
28/12/2017,33,317,2017,99.58813,45
02/10/2018,34,320,2018,0,-45
03/10/2018,34,320,2018,0,-44
04/10/2018,34,320,2018,0,-43
05/10/2018,34,320,2018,0,-42
06/10/2018,34,320,2018,0,-41
07/10/2018,34,320,2018,19.365566,-40
08/10/2018,34,320,2018,0,-39
09/10/2018,34,320,2018,0,-38
10/10/2018,34,320,2018,0,-37
11/10/2018,34,320,2018,0,-36
12/10/2018,34,320,2018,0,-35
13/10/2018,34,320,2018,0,-34
14/10/2018,34,320,2018,0,-33
15/10/2018,34,320,2018,0,-32
16/10/2018,34,320,2018,0,-31
17/10/2018,34,320,2018,0,-30
18/10/2018,34,320,2018,0,-29
19/10/2018,34,320,2018,0,-28
20/10/2018,34,320,2018,0,-27
21/10/2018,34,320,2018,0,-26
22/10/2018,34,320,2018,33.69013,-25
23/10/2018,34,320,2018,47.765682,-24
24/10/2018,34,320,2018,22.978907,-23
25/10/2018,34,320,2018,0.5756449,-22
26/10/2018,34,320,2018,14.518866,-21
27/10/2018,34,320,2018,0,-20
28/10/2018,34,320,2018,39.94008,-19
29/10/2018,34,320,2018,69.99582,-18
30/10/2018,34,320,2018,61.310745,-17
31/10/2018,34,320,2018,72.58281,-16
01/11/2018,34,320,2018,43.89155,-15
02/11/2018,34,320,2018,79.24155,-14
03/11/2018,34,320,2018,62.47012,-13
04/11/2018,34,320,2018,79.081474,-12
05/11/2018,34,320,2018,83.94744,-11
06/11/2018,34,320,2018,95.47811,-10
07/11/2018,34,320,2018,86.650444,-9
08/11/2018,34,320,2018,99.23333,-8
09/11/2018,34,320,2018,100,-7
10/11/2018,34,320,2018,100,-6
11/11/2018,34,320,2018,92.174255,-5
12/11/2018,34,320,2018,97.71566,-4
13/11/2018,34,320,2018,98.629425,-3
14/11/2018,34,320,2018,97.01522,-2
15/11/2018,34,320,2018,99.95155,-1
16/11/2018,34,320,2018,99.78322,0
17/11/2018,34,320,2018,99.42303,1
18/11/2018,34,320,2018,99.07544,2
19/11/2018,34,320,2018,99.93753,3
20/11/2018,34,320,2018,99.67146,4
21/11/2018,34,320,2018,98.39353,5
22/11/2018,34,320,2018,99.65201,6
23/11/2018,34,320,2018,100,7
24/11/2018,34,320,2018,100,8
25/11/2018,34,320,2018,98.84148,9
26/11/2018,34,320,2018,99.79519,10
27/11/2018,34,320,2018,99.82185,11
28/11/2018,34,320,2018,100,12
29/11/2018,34,320,2018,100,13
30/11/2018,34,320,2018,98.205284,14
01/12/2018,34,320,2018,96.91763,15
02/12/2018,34,320,2018,99.60049,16
03/12/2018,34,320,2018,92.09747,17
04/12/2018,34,320,2018,94.155464,18
05/12/2018,34,320,2018,97.37887,19
06/12/2018,34,320,2018,97.224785,20
07/12/2018,34,320,2018,98.74215,21
08/12/2018,34,320,2018,92.73422,22
09/12/2018,34,320,2018,98.7764,23
10/12/2018,34,320,2018,99.95783,24
11/12/2018,34,320,2018,97.5578,25
12/12/2018,34,320,2018,100,26
13/12/2018,34,320,2018,98.615654,27
14/12/2018,34,320,2018,98.26945,28
15/12/2018,34,320,2018,94.79527,29
16/12/2018,34,320,2018,94.500435,30
17/12/2018,34,320,2018,93.66656,31
18/12/2018,34,320,2018,99.73412,32
19/12/2018,34,320,2018,99.164536,33
20/12/2018,34,320,2018,98.909775,34
21/12/2018,34,320,2018,99.905304,35
22/12/2018,34,320,2018,100,36
23/12/2018,34,320,2018,100,37
24/12/2018,34,320,2018,98.53523,38
25/12/2018,34,320,2018,96.87848,39
26/12/2018,34,320,2018,91.78849,40
27/12/2018,34,320,2018,94.93158,41
28/12/2018,34,320,2018,90.452324,42
29/12/2018,34,320,2018,94.15164,43
30/12/2018,34,320,2018,93.576416,44
31/12/2018,34,320,2018,95.83908,45
03/10/2018,35,321,2018,1.2246734,-45
04/10/2018,35,321,2018,0,-44
05/10/2018,35,321,2018,3.7473845,-43
06/10/2018,35,321,2018,0,-42
07/10/2018,35,321,2018,10.433757,-41
08/10/2018,35,321,2018,0,-40
09/10/2018,35,321,2018,0,-39
10/10/2018,35,321,2018,0,-38
11/10/2018,35,321,2018,0,-37
12/10/2018,35,321,2018,0,-36
13/10/2018,35,321,2018,0,-35
14/10/2018,35,321,2018,8.138511,-34
15/10/2018,35,321,2018,0,-33
16/10/2018,35,321,2018,0,-32
17/10/2018,35,321,2018,0,-31
18/10/2018,35,321,2018,0,-30
19/10/2018,35,321,2018,1.938398,-29
20/10/2018,35,321,2018,0,-28
21/10/2018,35,321,2018,0,-27
22/10/2018,35,321,2018,5.7838264,-26
23/10/2018,35,321,2018,19.10091,-25
24/10/2018,35,321,2018,15.316611,-24
25/10/2018,35,321,2018,0,-23
26/10/2018,35,321,2018,20.287857,-22
27/10/2018,35,321,2018,0,-21
28/10/2018,35,321,2018,20.050379,-20
29/10/2018,35,321,2018,40.407745,-19
30/10/2018,35,321,2018,4.05629,-18
31/10/2018,35,321,2018,45.280876,-17
01/11/2018,35,321,2018,26.535545,-16
02/11/2018,35,321,2018,0,-15
03/11/2018,35,321,2018,21.366491,-14
04/11/2018,35,321,2018,61.809048,-13
05/11/2018,35,321,2018,57.782692,-12
06/11/2018,35,321,2018,50.26051,-11
07/11/2018,35,321,2018,51.504578,-10
08/11/2018,35,321,2018,100,-9
09/11/2018,35,321,2018,99.710205,-8
10/11/2018,35,321,2018,100,-7
11/11/2018,35,321,2018,54.641068,-6
12/11/2018,35,321,2018,80.17953,-5
13/11/2018,35,321,2018,83.62166,-4
14/11/2018,35,321,2018,93.79414,-3
15/11/2018,35,321,2018,100,-2
16/11/2018,35,321,2018,100,-1
17/11/2018,35,321,2018,100,0
18/11/2018,35,321,2018,100,1
19/11/2018,35,321,2018,100,2
20/11/2018,35,321,2018,100,3
21/11/2018,35,321,2018,100,4
22/11/2018,35,321,2018,100,5
23/11/2018,35,321,2018,99.52551,6
24/11/2018,35,321,2018,100,7
25/11/2018,35,321,2018,99.31433,8
26/11/2018,35,321,2018,99.60051,9
27/11/2018,35,321,2018,98.6512,10
28/11/2018,35,321,2018,100,11
29/11/2018,35,321,2018,100,12
30/11/2018,35,321,2018,100,13
01/12/2018,35,321,2018,100,14
02/12/2018,35,321,2018,99.60766,15
03/12/2018,35,321,2018,97.40526,16
04/12/2018,35,321,2018,93.47937,17
05/12/2018,35,321,2018,98.46852,18
06/12/2018,35,321,2018,99.91347,19
07/12/2018,35,321,2018,99.986206,20
08/12/2018,35,321,2018,97.99176,21
