,time,obs_id,doy,mig_year,sic,day_index
334,1997-09-16,4,295,1997,0.4099999964237213,-36
335,1997-09-17,4,295,1997,0.4199999868869781,-35
336,1997-09-18,4,295,1997,0.3799999952316284,-34
337,1997-09-19,4,295,1997,0.4600000083446502,-33
338,1997-09-20,4,295,1997,0.4699999988079071,-32
339,1997-09-21,4,295,1997,0.4799999892711639,-31
340,1997-09-22,4,295,1997,0.4900000095367431,-30
341,1997-09-23,4,295,1997,0.449999988079071,-29
342,1997-09-24,4,295,1997,0.4399999976158142,-28
343,1997-09-25,4,295,1997,0.4399999976158142,-27
344,1997-09-26,4,295,1997,0.4000000059604645,-26
345,1997-09-27,4,295,1997,0.4199999868869781,-25
346,1997-09-28,4,295,1997,0.4199999868869781,-24
347,1997-09-29,4,295,1997,0.4300000071525574,-23
348,1997-09-30,4,295,1997,0.4300000071525574,-22
349,1997-10-01,4,295,1997,0.449999988079071,-21
350,1997-10-02,4,295,1997,0.4300000071525574,-20
351,1997-10-03,4,295,1997,0.4199999868869781,-19
352,1997-10-04,4,295,1997,0.449999988079071,-18
353,1997-10-05,4,295,1997,0.4799999892711639,-17
354,1997-10-06,4,295,1997,0.4699999988079071,-16
355,1997-10-07,4,295,1997,0.5099999904632568,-15
356,1997-10-08,4,295,1997,0.5099999904632568,-14
357,1997-10-09,4,295,1997,0.5699999928474426,-13
358,1997-10-10,4,295,1997,0.6899999976158142,-12
359,1997-10-11,4,295,1997,0.6800000071525574,-11
360,1997-10-12,4,295,1997,0.7099999785423279,-10
361,1997-10-13,4,295,1997,0.6800000071525574,-9
362,1997-10-14,4,295,1997,0.6499999761581421,-8
363,1997-10-15,4,295,1997,0.5600000023841858,-7
364,1997-10-16,4,295,1997,0.6000000238418579,-6
365,1997-10-17,4,295,1997,0.7200000286102295,-5
366,1997-10-18,4,295,1997,0.6800000071525574,-4
367,1997-10-19,4,295,1997,0.6700000166893005,-3
368,1997-10-20,4,295,1997,0.7099999785423279,-2
369,1997-10-21,4,295,1997,0.6899999976158142,-1
370,1997-10-22,4,295,1997,0.7300000190734863,0
371,1997-10-23,4,295,1997,0.8299999833106995,1
372,1997-10-24,4,295,1997,0.8799999952316284,2
373,1997-10-25,4,295,1997,0.8700000047683716,3
374,1997-10-26,4,295,1997,0.7799999713897705,4
375,1997-10-27,4,295,1997,0.7699999809265137,5
376,1997-10-28,4,295,1997,0.8299999833106995,6
377,1997-10-29,4,295,1997,0.8999999761581421,7
378,1997-10-30,4,295,1997,0.9300000071525574,8
379,1997-10-31,4,295,1997,0.9700000286102296,9
380,1997-11-01,4,295,1997,0.9900000095367432,10
381,1997-11-02,4,295,1997,1.0,11
